date,state,district,lat,lon,rainfall_mm,rain_3day,rain_7day
2024-12-06,Meghalaya,East Khasi Hills,25.57,91.88,31,51.0,130.0
2024-12-07,Sikkim,East Sikkim,27.33,88.61,13,58.0,150.0
2024-12-07,Meghalaya,East Khasi Hills,25.57,91.88,30,63.0,148.0
2024-12-08,Sikkim,East Sikkim,27.33,88.61,21,69.0,133.0
2024-12-08,Meghalaya,East Khasi Hills,25.57,91.88,15,76.0,151.0
2024-12-09,Sikkim,East Sikkim,27.33,88.61,0,34.0,117.0
2024-12-09,Meghalaya,East Khasi Hills,25.57,91.88,0,45.0,118.0
2024-12-10,Sikkim,East Sikkim,27.33,88.61,5,26.0,110.0
2024-12-10,Meghalaya,East Khasi Hills,25.57,91.88,7,22.0,103.0
2024-12-11,Sikkim,East Sikkim,27.33,88.61,36,41.0,120.0
2024-12-11,Meghalaya,East Khasi Hills,25.57,91.88,31,38.0,116.0
2024-12-12,Sikkim,East Sikkim,27.33,88.61,9,50.0,119.0
2024-12-12,Meghalaya,East Khasi Hills,25.57,91.88,5,43.0,119.0
2024-12-13,Sikkim,East Sikkim,27.33,88.61,32,77.0,116.0
2024-12-13,Meghalaya,East Khasi Hills,25.57,91.88,4,40.0,92.0
2024-12-14,Sikkim,East Sikkim,27.33,88.61,6,47.0,109.0
2024-12-14,Meghalaya,East Khasi Hills,25.57,91.88,16,25.0,78.0
2024-12-15,Sikkim,East Sikkim,27.33,88.61,14,52.0,102.0
2024-12-15,Meghalaya,East Khasi Hills,25.57,91.88,29,49.0,92.0
2024-12-16,Sikkim,East Sikkim,27.33,88.61,18,38.0,120.0
2024-12-16,Meghalaya,East Khasi Hills,25.57,91.88,16,61.0,108.0
2024-12-17,Sikkim,East Sikkim,27.33,88.61,29,61.0,144.0
2024-12-17,Meghalaya,East Khasi Hills,25.57,91.88,3,48.0,104.0
2024-12-18,Sikkim,East Sikkim,27.33,88.61,6,53.0,114.0
2024-12-18,Meghalaya,East Khasi Hills,25.57,91.88,11,30.0,84.0
2024-12-19,Sikkim,East Sikkim,27.33,88.61,2,37.0,107.0
2024-12-19,Meghalaya,East Khasi Hills,25.57,91.88,18,32.0,97.0
2024-12-20,Sikkim,East Sikkim,27.33,88.61,23,31.0,98.0
2024-12-20,Meghalaya,East Khasi Hills,25.57,91.88,20,49.0,113.0
2024-12-21,Sikkim,East Sikkim,27.33,88.61,27,52.0,119.0
2024-12-21,Meghalaya,East Khasi Hills,25.57,91.88,7,45.0,104.0
2024-12-22,Sikkim,East Sikkim,27.33,88.61,6,56.0,111.0
2024-12-22,Meghalaya,East Khasi Hills,25.57,91.88,2,29.0,77.0
2024-12-23,Sikkim,East Sikkim,27.33,88.61,0,33.0,93.0
2024-12-23,Meghalaya,East Khasi Hills,25.57,91.88,8,17.0,69.0
2024-12-24,Sikkim,East Sikkim,27.33,88.61,10,16.0,74.0
2024-12-24,Meghalaya,East Khasi Hills,25.57,91.88,21,31.0,87.0
2024-12-25,Sikkim,East Sikkim,27.33,88.61,22,32.0,90.0
2024-12-25,Meghalaya,East Khasi Hills,25.57,91.88,28,57.0,104.0
2024-12-26,Sikkim,East Sikkim,27.33,88.61,39,71.0,127.0
2024-12-26,Meghalaya,East Khasi Hills,25.57,91.88,17,66.0,103.0
2024-12-27,Sikkim,East Sikkim,27.33,88.61,5,66.0,109.0
2024-12-27,Meghalaya,East Khasi Hills,25.57,91.88,23,68.0,106.0
2024-12-28,Sikkim,East Sikkim,27.33,88.61,21,65.0,103.0
2024-12-28,Meghalaya,East Khasi Hills,25.57,91.88,11,51.0,110.0
2024-12-29,Sikkim,East Sikkim,27.33,88.61,7,33.0,104.0
2024-12-29,Meghalaya,East Khasi Hills,25.57,91.88,25,59.0,133.0
2024-12-30,Sikkim,East Sikkim,27.33,88.61,25,53.0,129.0
2024-12-30,Meghalaya,East Khasi Hills,25.57,91.88,29,65.0,154.0
